gene	start	end	length	strand	gc_content	genetic_code	rbs_motif	marker	evalue	bitscore	uscg	plasmid_hallmark	virus_hallmark	taxid	taxname	annotation_conjscan	annotation_amr	annotation_accessions	annotation_description filename
91628_DAStool_bin18.fa_plasmid_genes.tsv k99_397887_4	2380	3951	1572	-1	0.707	11	None	GENOMAD.024025.PP	0.0001472	47	0	0	0	1	NA	NA	NA	PF02902;K18879	Ulp1 protease family, C-terminal catalytic domain
91628_DAStool_bin18.fa_plasmid_genes.tsv k99_397887_5	4015	4506	492	-1	0.722	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91628_DAStool_bin18.fa_plasmid_genes.tsv k99_811392_1	3	107	105	-1	0.695	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91628_DAStool_bin18.fa_plasmid_genes.tsv k99_811392_2	256	1752	1497	-1	0.705	11	3Base/5BMM	GENOMAD.223027.PV	3.353e-05	49	0	0	0	1	NA	NA	NA	PF06527;PF04936	TniQ
91628_DAStool_bin18.fa_plasmid_genes.tsv k99_811392_3	1795	2118	324	-1	0.713	11	GGAG/GAGG	GENOMAD.167948.CP	1.713e-17	79	0	0	0	1	NA	NA	NA	PF08327;COG3832;K09386	Activator of Hsp90 ATPase homolog 1-like protein
91628_DAStool_bin18.fa_plasmid_genes.tsv k99_811392_4	2425	5640	3216	1	0.677	11	GGA/GAG/AGG	GENOMAD.167324.CP	8.56e-251	803	0	0	0	1	NA	NA	NA	K16090;TIGR01776;COG4774	TonB-dependent lactoferrin and transferrin receptors
91628_DAStool_bin18.fa_plasmid_genes.tsv k99_811392_5	5694	5774	81	-1	0.765	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91628_DAStool_bin18.fa_plasmid_genes.tsv k99_1346863_1	1	1716	1716	1	0.710	11	None	GENOMAD.032386.PP	0.0003355	46	0	0	0	1	NA	NA	NA	PF07183	NA
91628_DAStool_bin18.fa_plasmid_genes.tsv k99_1346863_2	1725	3185	1461	1	0.670	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91628_DAStool_bin18.fa_plasmid_genes.tsv k99_1346863_3	3329	4720	1392	1	0.661	11	None	GENOMAD.213337.PC	7.318e-06	51	0	0	0	1	NA	NA	NA	K21430	NA
91628_DAStool_bin18.fa_plasmid_genes.tsv k99_1346863_4	4753	5130	378	1	0.728	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91628_DAStool_bin39.fa_plasmid_genes.tsv k99_758224_1	1	81	81	1	0.605	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91628_DAStool_bin39.fa_plasmid_genes.tsv k99_758224_2	144	299	156	-1	0.564	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91628_DAStool_bin39.fa_plasmid_genes.tsv k99_758224_3	362	604	243	1	0.626	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91628_DAStool_bin39.fa_plasmid_genes.tsv k99_758224_4	654	944	291	1	0.584	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91628_DAStool_bin39.fa_plasmid_genes.tsv k99_758224_5	1043	2332	1290	1	0.603	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91628_DAStool_bin39.fa_plasmid_genes.tsv k99_758224_6	2329	3249	921	1	0.606	11	GGAGG	GENOMAD.161875.PV	0.0005295	44	0	0	0	1	NA	NA	NA	PF16795;PF02899;TIGR02224;COG4973;K03733	tyrosine recombinase XerC
91628_DAStool_bin39.fa_plasmid_genes.tsv k99_758224_7	3236	4240	1005	1	0.584	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91628_DAStool_bin39.fa_plasmid_genes.tsv k99_1026716_1	3	716	714	-1	0.580	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91628_DAStool_bin39.fa_plasmid_genes.tsv k99_1026716_2	873	1256	384	-1	0.591	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91628_DAStool_bin39.fa_plasmid_genes.tsv k99_1026716_3	1764	2195	432	-1	0.470	11	None	GENOMAD.195515.PC	3.752e-15	74	0	0	0	1	NA	NA	NA	NA	NA
91628_DAStool_bin39.fa_plasmid_genes.tsv k99_1026716_4	2213	2425	213	-1	0.465	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91628_DAStool_bin39.fa_plasmid_genes.tsv k99_1026716_5	2549	3157	609	-1	0.612	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91628_DAStool_bin39.fa_plasmid_genes.tsv k99_1461418_1	2	1105	1104	1	0.614	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91628_DAStool_bin39.fa_plasmid_genes.tsv k99_1461418_2	1149	1844	696	-1	0.579	11	None	GENOMAD.086828.PP	0.0006128	43	0	0	0	1	NA	NA	NA	PF10609;TIGR01969;K04562;COG0132	cell division ATPase MinD, archaeal
91628_DAStool_bin39.fa_plasmid_genes.tsv k99_1461418_3	2180	2308	129	1	0.581	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91628_DAStool_bin39.fa_plasmid_genes.tsv k99_1461418_4	2376	3116	741	1	0.634	11	None	GENOMAD.065293.VV	4.557e-07	53	0	0	0	2561	Caudoviricetes	NA	NA	PF00226;K05516;TIGR02349;COG0484	chaperone protein DnaJ
91628_DAStool_bin39.fa_plasmid_genes.tsv k99_2717502_1	1	357	357	-1	0.664	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91628_DAStool_bin39.fa_plasmid_genes.tsv k99_2717502_2	586	1140	555	-1	0.546	11	None	GENOMAD.194853.PC	1.391e-45	164	0	0	0	1	NA	NA	NA	PF19502;COG4914	Nucleotidyltransferase of unknown function (DUF6036)
91628_DAStool_bin39.fa_plasmid_genes.tsv k99_2717502_3	1121	1450	330	-1	0.576	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91628_DAStool_bin39.fa_plasmid_genes.tsv k99_2717502_4	1466	1711	246	-1	0.569	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91628_DAStool_bin39.fa_plasmid_genes.tsv k99_2717502_5	1830	2240	411	-1	0.555	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91628_DAStool_bin39.fa_plasmid_genes.tsv k99_2717502_6	2224	2664	441	-1	0.565	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91628_DAStool_bin39.fa_plasmid_genes.tsv k99_2717502_7	3060	3407	348	-1	0.586	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91628_DAStool_bin45.fa_plasmid_genes.tsv k99_243945_1	1	291	291	-1	0.519	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91628_DAStool_bin45.fa_plasmid_genes.tsv k99_243945_2	772	1005	234	1	0.363	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91628_DAStool_bin45.fa_plasmid_genes.tsv k99_243945_3	1235	1912	678	-1	0.360	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91628_DAStool_bin45.fa_plasmid_genes.tsv k99_243945_4	2067	2267	201	-1	0.308	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91628_DAStool_bin45.fa_plasmid_genes.tsv k99_243945_5	2914	3129	216	1	0.431	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91628_DAStool_bin45.fa_plasmid_genes.tsv k99_243945_6	3219	3452	234	-1	0.312	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91628_DAStool_bin45.fa_plasmid_genes.tsv k99_243945_7	3478	3807	330	-1	0.448	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91628_DAStool_bin45.fa_plasmid_genes.tsv k99_243945_8	4365	5273	909	-1	0.465	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91628_DAStool_bin45.fa_plasmid_genes.tsv k99_324900_1	161	835	675	-1	0.459	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91628_DAStool_bin45.fa_plasmid_genes.tsv k99_324900_2	1177	2130	954	1	0.414	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91628_DAStool_bin45.fa_plasmid_genes.tsv k99_324900_3	2224	2865	642	-1	0.389	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91628_DAStool_bin45.fa_plasmid_genes.tsv k99_324900_4	2961	3485	525	-1	0.383	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91628_DAStool_bin45.fa_plasmid_genes.tsv k99_399283_1	1	825	825	1	0.448	11	None	GENOMAD.207322.PC	6.208e-50	181	0	0	0	1	NA	NA	NA	PF01594;COG0628;K20469	Predicted PurR-regulated permease PerM
91628_DAStool_bin45.fa_plasmid_genes.tsv k99_399283_2	845	1609	765	-1	0.469	11	AGGA/GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91628_DAStool_bin45.fa_plasmid_genes.tsv k99_399283_3	2403	2522	120	1	0.417	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91628_DAStool_bin45.fa_plasmid_genes.tsv k99_470318_1	1	726	726	-1	0.504	11	3Base/5BMM	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91628_DAStool_bin45.fa_plasmid_genes.tsv k99_470318_2	805	1668	864	-1	0.479	11	GGAGG	GENOMAD.151497.CP	6.557e-16	81	0	0	0	1	NA	NA	NF033088	PF00753;K13075;COG0491;TIGR04558	Metallo-beta-lactamase superfamily
91628_DAStool_bin45.fa_plasmid_genes.tsv k99_470318_3	2275	2616	342	1	0.497	11	GGAG/GAGG	GENOMAD.136207.CP	1.204e-15	74	0	0	0	1	NA	NA	NA	PF13433;K11959;TIGR03407;COG0683	urea ABC transporter, urea binding protein
91628_DAStool_bin45.fa_plasmid_genes.tsv k99_560446_1	71	817	747	-1	0.470	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91628_DAStool_bin45.fa_plasmid_genes.tsv k99_560446_2	1225	1374	150	1	0.453	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91628_DAStool_bin45.fa_plasmid_genes.tsv k99_560446_3	1390	1755	366	-1	0.497	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91628_DAStool_bin45.fa_plasmid_genes.tsv k99_560446_4	2466	2816	351	1	0.507	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91628_DAStool_bin45.fa_plasmid_genes.tsv k99_735097_1	3	683	681	-1	0.520	11	GGA/GAG/AGG	GENOMAD.216046.PC	7.093e-22	97	0	0	0	1	NA	NA	NA	PF05090;TIGR04033	Vitamin K-dependent gamma-carboxylase
91628_DAStool_bin45.fa_plasmid_genes.tsv k99_735097_2	680	1273	594	-1	0.497	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91628_DAStool_bin45.fa_plasmid_genes.tsv k99_735097_3	1633	2148	516	1	0.444	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91628_DAStool_bin45.fa_plasmid_genes.tsv k99_735097_4	2174	3019	846	-1	0.526	11	GGA/GAG/AGG	GENOMAD.171333.CP	2.605e-84	281	0	0	0	1	NA	NA	NA	PF05891;COG4798;TIGR00740;K23095	Predicted methyltransferase
91628_DAStool_bin45.fa_plasmid_genes.tsv k99_735097_5	3387	3506	120	1	0.325	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91628_DAStool_bin45.fa_plasmid_genes.tsv k99_735097_6	3836	4480	645	1	0.499	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91628_DAStool_bin45.fa_plasmid_genes.tsv k99_815614_1	3	1358	1356	1	0.473	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91628_DAStool_bin45.fa_plasmid_genes.tsv k99_815614_2	1548	1964	417	1	0.439	11	GGAG/GAGG	GENOMAD.088856.PP	1.157e-07	52	0	0	0	1	NA	NA	NA	PF07824;K18380;TIGR02513	Type III secretion chaperone domain
91628_DAStool_bin45.fa_plasmid_genes.tsv k99_815614_3	1961	2668	708	1	0.514	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91628_DAStool_bin45.fa_plasmid_genes.tsv k99_2328057_1	2	652	651	1	0.475	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91628_DAStool_bin45.fa_plasmid_genes.tsv k99_2328057_2	831	944	114	-1	0.377	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91628_DAStool_bin45.fa_plasmid_genes.tsv k99_2328057_3	996	1544	549	1	0.450	11	GGAG/GAGG	GENOMAD.170126.PC	1.766e-22	97	0	0	0	1	NA	NA	NA	PF05229;COG5430	Spore coat protein U (SCPU) domain, function unknown
91628_DAStool_bin45.fa_plasmid_genes.tsv k99_2328057_4	1549	2322	774	1	0.426	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91628_DAStool_bin45.fa_plasmid_genes.tsv k99_2328057_5	2300	2734	435	1	0.414	11	AGGA/GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91628_DAStool_bin45.fa_plasmid_genes.tsv k99_2420237_1	1	381	381	1	0.451	11	None	GENOMAD.171916.CP	5.362e-38	139	0	0	0	1	NA	NA	NA	PF14347;COG4454	NA
91628_DAStool_bin45.fa_plasmid_genes.tsv k99_2420237_2	435	749	315	-1	0.489	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91628_DAStool_bin45.fa_plasmid_genes.tsv k99_2420237_3	1293	1604	312	-1	0.468	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91628_DAStool_bin45.fa_plasmid_genes.tsv k99_2420237_4	1769	2137	369	1	0.515	11	None	GENOMAD.095306.PP	9.312e-14	69	0	0	0	1	NA	NA	NA	NA	NA
91628_DAStool_bin45.fa_plasmid_genes.tsv k99_2420237_5	2297	2875	579	1	0.511	11	GGAG/GAGG	GENOMAD.130525.CP	1.976e-09	59	0	0	0	1	NA	NA	NA	PF02321;K15725;TIGR01844;COG1538	type I secretion outer membrane protein, TolC family
91628_DAStool_bin45.fa_plasmid_genes.tsv k99_2504183_1	163	1281	1119	-1	0.497	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91628_DAStool_bin45.fa_plasmid_genes.tsv k99_2504183_2	1332	2009	678	-1	0.500	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91628_DAStool_bin45.fa_plasmid_genes.tsv k99_2504183_3	2109	2963	855	-1	0.481	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91628_DAStool_bin51.fa_plasmid_genes.tsv k99_532703_1	1	1329	1329	-1	0.494	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91628_DAStool_bin51.fa_plasmid_genes.tsv k99_532703_2	1326	1712	387	-1	0.550	11	GGA/GAG/AGG	GENOMAD.106864.PP	0.000225	42	0	0	0	1	NA	NA	NA	PF14208;TIGR03816;COG4961	helicase/secretion neighborhood TadE-like protein
91628_DAStool_bin51.fa_plasmid_genes.tsv k99_532703_3	1712	2113	402	-1	0.527	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91628_DAStool_bin51.fa_plasmid_genes.tsv k99_532703_4	2110	2484	375	-1	0.563	11	GGA/GAG/AGG	GENOMAD.153217.PC	4.178e-05	44	0	0	0	1	NA	NA	NA	PF14208;COG4961;TIGR03816	Flp pilus assembly protein TadG
91628_DAStool_bin51.fa_plasmid_genes.tsv k99_532703_5	2486	2680	195	-1	0.579	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91628_DAStool_bin51.fa_plasmid_genes.tsv k99_532703_6	2711	3529	819	-1	0.543	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91628_DAStool_bin51.fa_plasmid_genes.tsv k99_532703_7	3526	4350	825	-1	0.543	11	GGAG/GAGG	GENOMAD.158357.PC	2.482e-21	97	0	0	0	1	NA	NA	NA	COG4965;K12510	Flp pilus assembly protein TadB
91628_DAStool_bin51.fa_plasmid_genes.tsv k99_1672361_1	1	1974	1974	1	0.600	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91628_DAStool_bin51.fa_plasmid_genes.tsv k99_1672361_2	1937	2638	702	-1	0.591	11	GGA/GAG/AGG	GENOMAD.036826.PP	4.297e-09	59	0	0	0	1	NA	NA	NA	PF07638;TIGR02939;COG1191	RNA polymerase sigma factor RpoE
91628_DAStool_bin51.fa_plasmid_genes.tsv k99_1672361_3	2794	3426	633	1	0.616	11	GGA/GAG/AGG	GENOMAD.152465.CP	5.776e-111	354	0	0	0	1	NA	NA	NA	PF01738;K01061;COG3571;TIGR03611	Dienelactone hydrolase family
91628_DAStool_bin52.fa_plasmid_genes.tsv k99_1458500_1	58	402	345	-1	0.487	11	None	GENOMAD.192732.PC	1.887e-27	108	0	0	0	1	NA	NA	NA	PF07080;COG4538;K01822;TIGR02246	Limonene-1,2-epoxide hydrolase
91628_DAStool_bin52.fa_plasmid_genes.tsv k99_1458500_2	693	1088	396	-1	0.510	11	ATA	GENOMAD.208450.PC	2.823e-55	189	0	0	0	1	NA	NA	NA	PF20409;COG3631;K06893;TIGR02096	SnoaL-like domain
91628_DAStool_bin52.fa_plasmid_genes.tsv k99_1458500_3	1162	1521	360	1	0.461	11	None	GENOMAD.194435.CP	4.492e-12	64	0	0	0	1	NA	NA	NA	NA	NA
91628_DAStool_bin52.fa_plasmid_genes.tsv k99_1458500_4	1693	2523	831	1	0.521	11	ATA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91628_DAStool_bin52.fa_plasmid_genes.tsv k99_1565509_1	121	933	813	1	0.544	11	GGAG/GAGG	GENOMAD.046829.PP	0.0004158	44	0	0	0	1	NA	NA	NA	PF10609;TIGR03371;COG2894;K12055	cellulose synthase operon protein YhjQ
91628_DAStool_bin52.fa_plasmid_genes.tsv k99_1565509_2	908	1840	933	1	0.567	11	AGGAG	GENOMAD.171760.PV	3.07e-05	48	0	0	0	1	NA	NA	NA	PF02195;TIGR03454;COG1475;K03497	plasmid partitioning protein RepB
91628_DAStool_bin52.fa_plasmid_genes.tsv k99_1565509_3	1976	2923	948	-1	0.552	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91629_DAStool_bin119.fa_plasmid_genes.tsv k99_185060_1	2	928	927	-1	0.538	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91629_DAStool_bin119.fa_plasmid_genes.tsv k99_185060_2	956	1198	243	-1	0.523	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91629_DAStool_bin119.fa_plasmid_genes.tsv k99_185060_3	1482	1769	288	1	0.497	11	AGGAG	GENOMAD.178368.CP	8.62e-12	62	0	0	0	1	NA	NA	NA	PF07045;COG5470	Uncharacterized conserved protein, DUF1330 family
91629_DAStool_bin119.fa_plasmid_genes.tsv k99_185060_4	1812	3032	1221	-1	0.537	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91629_DAStool_bin119.fa_plasmid_genes.tsv k99_185060_5	3091	4056	966	1	0.559	11	AGGAG	GENOMAD.153253.PC	5.863e-36	142	0	0	0	1	NA	NA	NA	PF00753;K13075;TIGR04558;COG5212	Metallo-beta-lactamase superfamily
91629_DAStool_bin119.fa_plasmid_genes.tsv k99_185060_6	4849	5262	414	-1	0.447	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91629_DAStool_bin119.fa_plasmid_genes.tsv k99_185060_7	5422	6741	1320	-1	0.627	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91629_DAStool_bin119.fa_plasmid_genes.tsv k99_185060_8	6738	7220	483	-1	0.644	11	None	GENOMAD.147435.CP	1.519e-33	128	0	0	0	1	NA	NA	NA	PF04290;COG3090;K11689	TRAP-type C4-dicarboxylate transport system, small permease component
91629_DAStool_bin119.fa_plasmid_genes.tsv k99_185060_9	7227	8207	981	-1	0.604	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91629_DAStool_bin119.fa_plasmid_genes.tsv k99_185060_10	8287	8430	144	-1	0.424	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91629_DAStool_bin119.fa_plasmid_genes.tsv k99_185060_11	8427	9425	999	-1	0.529	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91629_DAStool_bin119.fa_plasmid_genes.tsv k99_185060_12	9439	9828	390	-1	0.500	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91629_DAStool_bin119.fa_plasmid_genes.tsv k99_185060_13	10061	11575	1515	1	0.537	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91629_DAStool_bin119.fa_plasmid_genes.tsv k99_185060_14	11596	12669	1074	1	0.501	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91629_DAStool_bin119.fa_plasmid_genes.tsv k99_185060_15	12674	13660	987	1	0.533	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91629_DAStool_bin119.fa_plasmid_genes.tsv k99_185060_16	13804	16107	2304	1	0.490	11	AGGAG	GENOMAD.129297.CP	1.956e-32	139	0	0	0	2561	Caudoviricetes	NA	NA	K15721;COG4773	Outer membrane receptor for ferric coprogen and ferric-rhodotorulic acid
91629_DAStool_bin119.fa_plasmid_genes.tsv k99_185060_17	16373	17374	1002	1	0.466	11	GGA/GAG/AGG	GENOMAD.161620.PC	6.281e-09	60	0	0	0	1	NA	NA	NA	PF08030;K21607;TIGR02160;COG1018	phenylacetate-CoA oxygenase/reductase, PaaK subunit
91629_DAStool_bin119.fa_plasmid_genes.tsv k99_185060_18	17384	18715	1332	1	0.479	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91629_DAStool_bin119.fa_plasmid_genes.tsv k99_185060_19	18712	19194	483	1	0.460	11	GGAGG	GENOMAD.166582.PC	1.476e-42	154	0	0	0	1	NA	NA	NA	PF00866;K05550;TIGR03231;COG5517	anthranilate 1,2-dioxygenase, small subunit
91629_DAStool_bin119.fa_plasmid_genes.tsv k99_185060_20	19203	20834	1632	1	0.494	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91629_DAStool_bin119.fa_plasmid_genes.tsv k99_185060_21	20834	22000	1167	1	0.494	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91629_DAStool_bin119.fa_plasmid_genes.tsv k99_185060_22	21997	23250	1254	1	0.504	11	GGAGG	GENOMAD.147236.CP	5.962e-10	64	0	0	0	1	NA	NA	NA	PF01796;PF12172;COG1545;K22840	Uncharacterized OB-fold protein, contains Zn-ribbon domain
91629_DAStool_bin119.fa_plasmid_genes.tsv k99_185060_23	23253	24038	786	1	0.494	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91629_DAStool_bin119.fa_plasmid_genes.tsv k99_185060_24	24035	24769	735	1	0.505	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91629_DAStool_bin119.fa_plasmid_genes.tsv k99_185060_25	24835	25818	984	-1	0.507	11	None	GENOMAD.147577.CP	1.32e-86	290	0	0	0	1	NA	NA	NA	PF16912;TIGR02197;K05886;COG1090	Glucose dehydrogenase C-terminus
91629_DAStool_bin119.fa_plasmid_genes.tsv k99_185060_26	25845	26768	924	-1	0.503	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91629_DAStool_bin119.fa_plasmid_genes.tsv k99_185060_27	26784	28289	1506	-1	0.511	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91629_DAStool_bin119.fa_plasmid_genes.tsv k99_185060_28	28291	29901	1611	-1	0.495	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91629_DAStool_bin119.fa_plasmid_genes.tsv k99_185060_29	29905	30348	444	-1	0.482	11	GGAG/GAGG	GENOMAD.148178.CP	2.27e-13	69	0	0	0	1	NA	NA	NA	PF01796;PF12172;COG1545;K07549	Uncharacterized OB-fold protein, contains Zn-ribbon domain
91629_DAStool_bin119.fa_plasmid_genes.tsv k99_185060_30	30345	31601	1257	-1	0.510	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91629_DAStool_bin119.fa_plasmid_genes.tsv k99_185060_31	31598	33157	1560	-1	0.469	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91629_DAStool_bin119.fa_plasmid_genes.tsv k99_185060_32	33439	34542	1104	1	0.496	11	3Base/5BMM	GENOMAD.191521.CP	1.398e-62	222	0	0	0	1	NA	NA	NA	PF10994;COG4073;K14054	Succinylglutamate desuccinylase / Aspartoacylase family
91629_DAStool_bin119.fa_plasmid_genes.tsv k99_185060_33	34529	35191	663	-1	0.516	11	GGAG/GAGG	GENOMAD.129461.CP	6.764e-07	52	0	0	0	1	NA	NA	NA	PF09098;TIGR04484;K03889;COG2857	sulfur oxidation c-type cytochrome SoxA
91629_DAStool_bin119.fa_plasmid_genes.tsv k99_185060_34	35211	35678	468	-1	0.459	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91629_DAStool_bin119.fa_plasmid_genes.tsv k99_185060_35	35675	37036	1362	-1	0.482	11	GGA/GAG/AGG	GENOMAD.178779.CP	0.0009944	44	0	0	0	1	NA	NA	NA	K16211;COG2270	MFS-type transporter involved in bile tolerance, Atg22 family
91629_DAStool_bin119.fa_plasmid_genes.tsv k99_185060_36	37190	38209	1020	-1	0.462	11	GGA/GAG/AGG	GENOMAD.148267.CP	1.781e-05	49	0	0	0	1	NA	NA	NA	PF12833;K12243;TIGR02297;COG2207	4-hydroxyphenylacetate catabolism regulatory protein HpaA
91629_DAStool_bin119.fa_plasmid_genes.tsv k99_185060_37	38566	39642	1077	1	0.467	11	None	GENOMAD.166667.PC	7.499e-31	128	0	0	0	1	NA	NA	NA	NA	NA
91629_DAStool_bin119.fa_plasmid_genes.tsv k99_185060_38	39766	40746	981	1	0.602	11	AGGAG	GENOMAD.129311.CP	6.735e-10	63	0	0	0	1	NA	NA	NA	PF03401;K07795;COG3181;TIGR02122	Tripartite tricarboxylate transporter family receptor
91629_DAStool_bin119.fa_plasmid_genes.tsv k99_185060_39	40782	40910	129	1	0.535	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91629_DAStool_bin119.fa_plasmid_genes.tsv k99_406504_1	3	935	933	-1	0.620	11	GGAG/GAGG	GENOMAD.171558.PC	2.544e-89	297	0	0	0	1	NA	NA	NA	PF02321;K15725;TIGR01845;COG1538	efflux transporter, outer membrane factor (OMF) lipoprotein, NodT family
