gene	start	end	length	strand	gc_content	genetic_code	rbs_motif	marker	evalue	bitscore	uscg	plasmid_hallmark	virus_hallmark	taxid	taxname	annotation_conjscan	annotation_amr	annotation_accessions	annotation_description filename
free-coassembly-bin501.contigs.fa_virus_genes.tsv k99_17328964_2	815	1474	660	1	0.438	11	GGAG/GAGG	GENOMAD.018008.VV	1.722e-68	232	0	0	0	2561	Caudoviricetes	NA	NA	PF09116;K18943;TIGR00590	gp45 sliding clamp, C terminal
free-coassembly-bin501.contigs.fa_virus_genes.tsv k99_17328964_3	1631	2347	717	1	0.324	11	GGA/GAG/AGG	GENOMAD.154384.VP	1.088e-18	88	0	0	1	2561	Caudoviricetes	NA	NA	PF19835;TIGR01453;COG3680	group I intron endonuclease
free-coassembly-bin501.contigs.fa_virus_genes.tsv k99_17328964_4	2352	2867	516	1	0.426	11	None	GENOMAD.058986.VV	2.418e-11	64	0	0	0	2561	Caudoviricetes	NA	NA	K18944;COG0470;TIGR01128	DNA polymerase III, delta prime subunit
free-coassembly-bin501.contigs.fa_virus_genes.tsv k99_17409016_1	1	243	243	1	0.621	11	None	GENOMAD.017916.VV	1.436e-15	72	0	0	0	2561	Caudoviricetes	NA	NA	PF11436;TIGR02215	phage conserved hypothetical protein, phiE125 gp8 family
free-coassembly-bin501.contigs.fa_virus_genes.tsv k99_17409016_2	240	650	411	1	0.655	11	None	GENOMAD.029120.VV	2.657e-58	198	0	0	1	2561	Caudoviricetes	NA	NA	PF06141	Phage minor tail protein U
free-coassembly-bin501.contigs.fa_virus_genes.tsv k99_17409016_3	663	1094	432	1	0.602	11	AGGAG	GENOMAD.086341.VV	9.024e-32	122	0	0	1	2561	Caudoviricetes	NA	NA	PF06199;TIGR02126	Phage tail tube protein
free-coassembly-bin501.contigs.fa_virus_genes.tsv k99_17409016_4	1112	1390	279	1	0.566	11	AGGAG	GENOMAD.027774.VV	4.446e-17	77	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
free-coassembly-bin501.contigs.fa_virus_genes.tsv k99_17409016_5	1518	1652	135	1	0.533	11	AGxAGG/AGGxGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
free-coassembly-bin501.contigs.fa_virus_genes.tsv k99_17639134_1	2	1201	1200	-1	0.393	11	None	GENOMAD.071007.VV	2.545e-70	246	0	0	1	2561	Caudoviricetes	NA	NA	PF17541;COG3497	Phage tail sheath protein FI
free-coassembly-bin501.contigs.fa_virus_genes.tsv k99_17927025_1	83	208	126	-1	0.468	11	AATAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
free-coassembly-bin501.contigs.fa_virus_genes.tsv k99_17927025_2	328	513	186	-1	0.478	11	AAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
free-coassembly-bin501.contigs.fa_virus_genes.tsv k99_17927025_3	547	888	342	-1	0.450	11	None	GENOMAD.135100.VV	5.435e-24	98	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
free-coassembly-bin501.contigs.fa_virus_genes.tsv k99_17927025_4	830	1030	201	-1	0.488	11	AAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
free-coassembly-bin501.contigs.fa_virus_genes.tsv k99_17927025_5	1046	1228	183	-1	0.383	11	AAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
free-coassembly-bin501.contigs.fa_virus_genes.tsv k99_17927025_6	1267	1467	201	-1	0.403	11	AATAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
free-coassembly-bin501.contigs.fa_virus_genes.tsv k99_17927025_7	1687	1884	198	-1	0.343	11	AAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
free-coassembly-bin501.contigs.fa_virus_genes.tsv k99_17927025_8	1925	2248	324	-1	0.454	11	AAA	GENOMAD.039729.VV	2.562e-13	67	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
free-coassembly-bin501.contigs.fa_virus_genes.tsv k99_17927025_9	2285	2752	468	-1	0.438	11	AAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
free-coassembly-bin501.contigs.fa_virus_genes.tsv k99_17927025_10	2828	3025	198	-1	0.379	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
free-coassembly-bin501.contigs.fa_virus_genes.tsv k99_17927025_11	3072	3320	249	-1	0.378	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
free-coassembly-bin501.contigs.fa_virus_genes.tsv k99_17927025_12	3753	3902	150	-1	0.420	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
free-coassembly-bin501.contigs.fa_virus_genes.tsv k99_17927025_13	4456	4644	189	-1	0.503	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
free-coassembly-bin501.contigs.fa_virus_genes.tsv k99_17927025_14	5088	5288	201	-1	0.507	11	AAA	GENOMAD.079515.VV	4.846e-06	44	0	0	0	1	NA	NA	NA	NA	NA
free-coassembly-bin501.contigs.fa_virus_genes.tsv k99_17927025_15	5352	5561	210	-1	0.390	11	AAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
free-coassembly-bin501.contigs.fa_virus_genes.tsv k99_17927025_16	5618	5806	189	-1	0.392	11	AAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
free-coassembly-bin501.contigs.fa_virus_genes.tsv k99_17927025_17	6158	6559	402	-1	0.473	11	None	GENOMAD.052538.VV	1.264e-23	98	0	0	0	1	NA	NA	NA	PF05497	Destabilase
free-coassembly-bin501.contigs.fa_virus_genes.tsv k99_17927025_18	6587	7177	591	-1	0.365	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
free-coassembly-bin501.contigs.fa_virus_genes.tsv k99_17927025_19	7340	7540	201	-1	0.483	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
free-coassembly-bin501.contigs.fa_virus_genes.tsv k99_17927025_20	7578	7862	285	-1	0.411	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
free-coassembly-bin501.contigs.fa_virus_genes.tsv k99_17927025_21	7890	8063	174	-1	0.443	11	AAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
free-coassembly-bin501.contigs.fa_virus_genes.tsv k99_17927025_22	8095	8322	228	-1	0.421	11	AAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
free-coassembly-bin501.contigs.fa_virus_genes.tsv k99_17927025_23	8349	8525	177	-1	0.418	11	AAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
free-coassembly-bin501.contigs.fa_virus_genes.tsv k99_17927025_24	8557	8721	165	-1	0.424	11	AATAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
free-coassembly-bin501.contigs.fa_virus_genes.tsv k99_17927025_25	8732	9022	291	-1	0.519	11	AATAA	GENOMAD.147363.VP	3.74e-28	109	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
free-coassembly-bin501.contigs.fa_virus_genes.tsv k99_17927025_26	9062	9286	225	-1	0.404	11	AAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
free-coassembly-bin501.contigs.fa_virus_genes.tsv k99_17927025_27	9331	9498	168	-1	0.375	11	AAAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
free-coassembly-bin501.contigs.fa_virus_genes.tsv k99_17927025_28	9541	9696	156	-1	0.359	11	AAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
free-coassembly-bin501.contigs.fa_virus_genes.tsv k99_17927025_29	9767	10042	276	-1	0.424	11	AAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
free-coassembly-bin501.contigs.fa_virus_genes.tsv k99_17927025_30	10508	10687	180	-1	0.356	11	AATAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
free-coassembly-bin501.contigs.fa_virus_genes.tsv k99_17927025_31	10696	10884	189	-1	0.439	11	AATAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
free-coassembly-bin501.contigs.fa_virus_genes.tsv k99_17927025_32	10910	11254	345	-1	0.470	11	AAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
free-coassembly-bin501.contigs.fa_virus_genes.tsv k99_17927025_33	11603	11914	312	-1	0.423	11	AAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
free-coassembly-bin501.contigs.fa_virus_genes.tsv k99_17927025_34	12163	12417	255	-1	0.353	11	AACAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
free-coassembly-bin501.contigs.fa_virus_genes.tsv k99_17927025_35	12475	12759	285	-1	0.393	11	AAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
free-coassembly-bin501.contigs.fa_virus_genes.tsv k99_17927025_36	12781	13050	270	-1	0.459	11	AAA	GENOMAD.133790.VP	1.563e-18	81	0	0	0	2561	Caudoviricetes	NA	NA	PF16339;COG5567;K10120;TIGR02747	Predicted small periplasmic lipoprotein YifL (function unknown)
free-coassembly-bin501.contigs.fa_virus_genes.tsv k99_17927025_37	13128	13337	210	-1	0.443	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
free-coassembly-bin501.contigs.fa_virus_genes.tsv k99_17927025_38	13574	13666	93	-1	0.355	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
free-coassembly-bin501.contigs.fa_virus_genes.tsv k99_17927025_39	13719	13925	207	-1	0.319	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
free-coassembly-bin501.contigs.fa_virus_genes.tsv k99_18178058_1	1	990	990	-1	0.370	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
free-coassembly-bin501.contigs.fa_virus_genes.tsv k99_18178058_2	990	3293	2304	-1	0.451	11	None	GENOMAD.108436.VV	3.137e-23	109	0	0	0	2561	Caudoviricetes	NA	NA	K24213	NA
free-coassembly-bin501.contigs.fa_virus_genes.tsv k99_18426092_1	141	413	273	1	0.377	11	TAAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
free-coassembly-bin501.contigs.fa_virus_genes.tsv k99_18426092_2	729	974	246	1	0.378	11	TAAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
free-coassembly-bin501.contigs.fa_virus_genes.tsv k99_18426092_3	964	1176	213	1	0.380	11	AAAAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
free-coassembly-bin501.contigs.fa_virus_genes.tsv k99_18426092_4	1201	1710	510	1	0.433	11	TAAA	GENOMAD.085780.VV	2.91e-56	194	0	0	1	2561	Caudoviricetes	NA	NA	PF04466;PF16677;TIGR01547;COG1783	phage terminase, large subunit, PBSX family
free-coassembly-bin501.contigs.fa_virus_genes.tsv k99_18426092_5	1726	1908	183	1	0.295	11	AATAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
free-coassembly-bin501.contigs.fa_virus_genes.tsv k99_18426092_6	1905	2075	171	1	0.386	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
free-coassembly-bin501.contigs.fa_virus_genes.tsv k99_18426092_7	2072	2362	291	1	0.364	11	TAAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
free-coassembly-bin501.contigs.fa_virus_genes.tsv k99_18426092_8	2359	2451	93	1	0.301	11	TAAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
free-coassembly-bin501.contigs.fa_virus_genes.tsv k99_18426092_9	2448	3095	648	1	0.427	11	TAAAAA	GENOMAD.146496.VV	1.123e-21	96	0	0	1	2561	Caudoviricetes	NA	NA	PF04466;PF17288;K06909;TIGR01547;COG1783	phage terminase, large subunit, PBSX family
free-coassembly-bin501.contigs.fa_virus_genes.tsv k99_18729224_1	1	528	528	-1	0.402	11	TAA	GENOMAD.081953.VV	2.942e-08	55	0	0	0	3032	Kyanoviridae	NA	NA	NA	NA
free-coassembly-bin501.contigs.fa_virus_genes.tsv k99_18729224_2	569	1858	1290	-1	0.369	11	TAA	GENOMAD.169679.VV	8.741e-12	70	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
free-coassembly-bin501.contigs.fa_virus_genes.tsv k99_18729224_3	1860	3020	1161	-1	0.364	11	None	GENOMAD.018192.VV	7.765e-82	279	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
free-coassembly-bin501.contigs.fa_virus_genes.tsv k99_18729224_4	3022	3459	438	-1	0.345	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
free-coassembly-bin501.contigs.fa_virus_genes.tsv k99_18729224_5	3460	4005	546	-1	0.368	11	AAA	GENOMAD.075319.VV	7.067e-10	60	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
free-coassembly-bin501.contigs.fa_virus_genes.tsv k99_18729224_6	4002	5468	1467	-1	0.404	11	AAAAA	GENOMAD.098831.VV	4.809e-20	97	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
free-coassembly-bin501.contigs.fa_virus_genes.tsv k99_18729224_7	5455	6411	957	-1	0.385	11	TAA	GENOMAD.127797.VV	1.336e-20	96	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
free-coassembly-bin501.contigs.fa_virus_genes.tsv k99_18729224_8	6437	8098	1662	-1	0.378	11	None	GENOMAD.050119.VV	3.684e-82	287	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
free-coassembly-bin501.contigs.fa_virus_genes.tsv k99_18729224_9	8095	8844	750	-1	0.391	11	None	GENOMAD.054421.VV	2.634e-24	105	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
free-coassembly-bin501.contigs.fa_virus_genes.tsv k99_18729224_10	8900	9892	993	-1	0.402	11	TAA	GENOMAD.021373.VV	1.926e-49	182	0	0	0	2561	Caudoviricetes	NA	NA	PF01747;TIGR01510;COG1057	pantetheine-phosphate adenylyltransferase, bacterial
free-coassembly-bin501.contigs.fa_virus_genes.tsv k99_18729224_11	9980	10225	246	-1	0.508	11	None	GENOMAD.061202.VV	5.397e-18	79	0	0	0	2561	Caudoviricetes	NA	NA	PF14090;TIGR02702;COG4519;K22103	Helix-turn-helix domain
free-coassembly-bin501.contigs.fa_virus_genes.tsv k99_18729224_12	10245	10661	417	-1	0.400	11	TAA	GENOMAD.079319.VV	4.942e-09	56	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
free-coassembly-bin501.contigs.fa_virus_genes.tsv k99_18729224_13	10778	11506	729	1	0.413	11	TAAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
free-coassembly-bin501.contigs.fa_virus_genes.tsv k99_18729224_14	11439	11663	225	-1	0.444	11	AAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
free-coassembly-bin501.contigs.fa_virus_genes.tsv k99_18729224_15	11664	12080	417	-1	0.420	11	AATAA	GENOMAD.082272.VV	3.406e-14	71	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
free-coassembly-bin501.contigs.fa_virus_genes.tsv k99_18729224_16	12108	12779	672	-1	0.335	11	None	GENOMAD.095725.VV	8.512e-31	123	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
free-coassembly-bin501.contigs.fa_virus_genes.tsv k99_18729224_17	12806	14176	1371	-1	0.375	11	None	GENOMAD.008108.VV	1.944e-65	234	0	0	1	2561	Caudoviricetes	NA	NA	PF03104;PF20286;K18942;COG0417	DNA polymerase elongation subunit (family B)
free-coassembly-bin501.contigs.fa_virus_genes.tsv k99_18729224_18	14173	14433	261	-1	0.345	11	TAA	GENOMAD.150602.VV	3.044e-18	80	0	0	0	1	NA	NA	NA	NA	NA
free-coassembly-bin501.contigs.fa_virus_genes.tsv k99_18729224_19	14438	15490	1053	-1	0.405	11	TAAA	GENOMAD.001962.VV	8.43e-84	283	0	0	0	2561	Caudoviricetes	NA	NA	K18942;COG0417	DNA polymerase elongation subunit (family B)
free-coassembly-bin501.contigs.fa_virus_genes.tsv k99_18729224_20	15500	17998	2499	-1	0.380	11	AAAAA	GENOMAD.084564.VV	1.313e-171	561	0	0	1	2561	Caudoviricetes	NA	NA	PF20286;PF03104;K18942;COG0417	DNA polymerase elongation subunit (family B)
free-coassembly-bin501.contigs.fa_virus_genes.tsv k99_18729224_21	18295	18597	303	-1	0.376	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
free-coassembly-bin501.contigs.fa_virus_genes.tsv k99_18729224_22	18587	19213	627	-1	0.397	11	None	GENOMAD.069546.VV	9.572e-21	93	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
free-coassembly-bin501.contigs.fa_virus_genes.tsv k99_19039100_1	3	89	87	1	0.552	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
free-coassembly-bin501.contigs.fa_virus_genes.tsv k99_19039100_2	90	1040	951	1	0.620	11	AGxAG	GENOMAD.040199.VV	1.965e-95	315	0	0	0	1	NA	NA	NA	NA	NA
free-coassembly-bin501.contigs.fa_virus_genes.tsv k99_19039100_3	1037	2821	1785	1	0.599	11	None	GENOMAD.046139.VV	1.841e-155	503	0	0	1	1	NA	NA	NA	PF11134	Phage stabilisation protein
free-coassembly-bin501.contigs.fa_virus_genes.tsv k99_19039100_4	2821	3003	183	1	0.656	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
free-coassembly-bin501.contigs.fa_virus_genes.tsv k99_19039100_5	3194	3271	78	-1	0.615	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
free-coassembly-bin501.contigs.fa_virus_genes.tsv k99_19801284_1	3	149	147	-1	0.449	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
free-coassembly-bin501.contigs.fa_virus_genes.tsv k99_19801284_2	270	491	222	1	0.383	11	AAAAT	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
free-coassembly-bin501.contigs.fa_virus_genes.tsv k99_19801284_3	495	815	321	1	0.411	11	None	GENOMAD.006540.VV	5.481e-13	66	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
free-coassembly-bin501.contigs.fa_virus_genes.tsv k99_19801284_4	815	1759	945	1	0.417	11	None	GENOMAD.022872.VV	1.298e-23	105	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
free-coassembly-bin501.contigs.fa_virus_genes.tsv k99_19801284_5	1762	1971	210	1	0.429	11	None	GENOMAD.016528.VV	5.45e-20	84	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
free-coassembly-bin501.contigs.fa_virus_genes.tsv k99_19801284_6	1968	2201	234	1	0.397	11	None	GENOMAD.015002.VV	2.588e-23	94	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
free-coassembly-bin501.contigs.fa_virus_genes.tsv k99_19801284_7	2201	2671	471	1	0.346	11	None	GENOMAD.009317.VV	3.433e-31	121	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
free-coassembly-bin501.contigs.fa_virus_genes.tsv k99_19801284_8	2668	2934	267	1	0.401	11	None	GENOMAD.016488.VV	2.758e-35	129	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
free-coassembly-bin501.contigs.fa_virus_genes.tsv k99_19801284_9	2941	3150	210	1	0.457	11	AAA	GENOMAD.019302.VV	2.801e-05	42	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
free-coassembly-bin501.contigs.fa_virus_genes.tsv k99_20124933_1	2	391	390	1	0.387	11	None	GENOMAD.002592.VV	2.498e-39	143	0	0	0	2561	Caudoviricetes	NA	NA	PF19846	NA
free-coassembly-bin501.contigs.fa_virus_genes.tsv k99_20124933_2	401	1786	1386	1	0.387	11	GGAG/GAGG	GENOMAD.072924.VV	2.145e-21	101	0	0	0	3032	Kyanoviridae	NA	NA	NA	NA
free-coassembly-bin501.contigs.fa_virus_genes.tsv k99_20124933_3	1798	2373	576	1	0.382	11	AGGAG	GENOMAD.062997.VV	1.637e-64	219	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
free-coassembly-bin501.contigs.fa_virus_genes.tsv k99_20124933_4	2366	2635	270	1	0.422	11	GGA/GAG/AGG	GENOMAD.048386.VV	3.887e-17	77	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
free-coassembly-bin501.contigs.fa_virus_genes.tsv k99_20124933_5	2637	3020	384	1	0.315	11	None	GENOMAD.023496.VV	2.312e-47	166	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
free-coassembly-bin501.contigs.fa_virus_genes.tsv k99_20124933_6	3020	3574	555	1	0.391	11	GGA/GAG/AGG	GENOMAD.016999.VV	2.807e-37	140	0	0	0	2561	Caudoviricetes	NA	NA	K18948;TIGR04165	NA
free-coassembly-bin501.contigs.fa_virus_genes.tsv k99_20124933_7	3552	3833	282	1	0.401	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
free-coassembly-bin501.contigs.fa_virus_genes.tsv k99_20124933_8	3879	4898	1020	1	0.348	11	AGGAG	GENOMAD.019059.VV	3.67e-79	269	0	0	0	2561	Caudoviricetes	NA	NA	K18948;TIGR01391;COG0358	DNA primase, catalytic core
free-coassembly-bin501.contigs.fa_virus_genes.tsv k99_20124933_9	4899	5159	261	1	0.349	11	GGAG/GAGG	GENOMAD.081250.VV	9.42e-30	113	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
free-coassembly-bin501.contigs.fa_virus_genes.tsv k99_20124933_10	5156	5839	684	1	0.406	11	GGA/GAG/AGG	GENOMAD.099726.VC	2.428e-28	116	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
free-coassembly-bin501.contigs.fa_virus_genes.tsv k99_20124933_11	5842	6210	369	1	0.333	11	AGGAG	GENOMAD.152664.VC	9.714e-22	92	0	0	0	2561	Caudoviricetes	NA	NA	PF01503;COG4696;TIGR03188	Predicted phosphohydrolase, Cof family, HAD superfamily
free-coassembly-bin501.contigs.fa_virus_genes.tsv k99_20124933_12	6228	6572	345	1	0.409	11	AGGA	GENOMAD.100815.VV	3.718e-12	64	0	0	0	2561	Caudoviricetes	NA	NA	PF00317;TIGR02510	Ribonucleotide reductase, all-alpha domain
free-coassembly-bin501.contigs.fa_virus_genes.tsv k99_20213693_1	2	1657	1656	1	0.459	11	None	GENOMAD.087817.VV	3.877e-05	49	0	0	0	1	NA	NA	NA	NA	NA
free-coassembly-bin501.contigs.fa_virus_genes.tsv k99_20213693_2	1657	1878	222	1	0.369	11	None	GENOMAD.023352.VV	4.763e-23	93	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
free-coassembly-bin501.contigs.fa_virus_genes.tsv k99_20213693_3	1875	2444	570	1	0.384	11	ATA	GENOMAD.090636.VV	1.71e-45	164	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
free-coassembly-bin501.contigs.fa_virus_genes.tsv k99_20213693_4	2444	2572	129	1	0.512	11	None	GENOMAD.003953.VV	1.222e-14	67	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
free-coassembly-bin501.contigs.fa_virus_genes.tsv k99_20669632_1	38	322	285	1	0.558	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
free-coassembly-bin501.contigs.fa_virus_genes.tsv k99_20669632_2	319	561	243	1	0.502	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
free-coassembly-bin501.contigs.fa_virus_genes.tsv k99_20669632_3	561	761	201	1	0.567	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
free-coassembly-bin501.contigs.fa_virus_genes.tsv k99_20669632_4	758	1096	339	1	0.560	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
free-coassembly-bin501.contigs.fa_virus_genes.tsv k99_20669632_5	1093	1368	276	1	0.591	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
free-coassembly-bin501.contigs.fa_virus_genes.tsv k99_20669632_6	1310	1555	246	1	0.602	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
free-coassembly-bin501.contigs.fa_virus_genes.tsv k99_20669632_7	1552	2271	720	1	0.618	11	None	GENOMAD.025833.VV	5.733e-73	246	0	0	0	2561	Caudoviricetes	NA	NA	PF12850;TIGR00024;COG0622	putative phosphoesterase, SbcD/Mre11-related
free-coassembly-bin501.contigs.fa_virus_genes.tsv k99_20669632_8	2253	2495	243	1	0.576	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
free-coassembly-bin501.contigs.fa_virus_genes.tsv k99_20669632_9	2532	3470	939	1	0.560	11	None	GENOMAD.208994.VP	2.163e-35	140	0	0	0	2561	Caudoviricetes	NA	NA	PF00145;K21507;TIGR00675;COG0270	DNA-methyltransferase (dcm)
free-coassembly-bin501.contigs.fa_virus_genes.tsv k99_20669632_10	3445	3750	306	1	0.500	11	None	GENOMAD.110209.VV	4.042e-06	46	0	0	0	1	NA	NA	NA	NA	NA
free-coassembly-bin501.contigs.fa_virus_genes.tsv k99_20669632_11	3747	5735	1989	1	0.604	11	None	GENOMAD.056931.VV	7.249e-30	130	0	0	1	2561	Caudoviricetes	NA	NA	TIGR01539	phage portal protein, lambda family
free-coassembly-bin501.contigs.fa_virus_genes.tsv k99_20669632_12	5771	6106	336	-1	0.589	11	None	GENOMAD.085461.VV	1.341e-37	137	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
free-coassembly-bin501.contigs.fa_virus_genes.tsv k99_20669632_13	6078	6236	159	-1	0.585	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
free-coassembly-bin501.contigs.fa_virus_genes.tsv k99_21054406_1	1	306	306	-1	0.291	11	TAA	GENOMAD.183162.VC	2.665e-18	81	0	0	0	2561	Caudoviricetes	NA	NA	PF13641;TIGR01556	NA
free-coassembly-bin501.contigs.fa_virus_genes.tsv k99_21054406_2	285	863	579	-1	0.318	11	AAAA	GENOMAD.112641.VV	5.805e-21	93	0	0	0	2561	Caudoviricetes	NA	NA	PF05711;K05303;COG3510;TIGR00138	Macrocin-O-methyltransferase (TylF)
free-coassembly-bin501.contigs.fa_virus_genes.tsv k99_21054406_3	860	1864	1005	-1	0.352	11	AATAA	GENOMAD.010536.VV	3.832e-53	193	0	0	0	2561	Caudoviricetes	NA	NA	K13472;TIGR04414	autotransporter strand-loop-strand O-heptosyltransferase
free-coassembly-bin501.contigs.fa_virus_genes.tsv k99_21054406_4	1939	2502	564	-1	0.397	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
free-coassembly-bin501.contigs.fa_virus_genes.tsv k99_21443961_1	1	306	306	-1	0.343	11	TAA	GENOMAD.013624.VV	1.222e-10	59	0	0	1	2561	Caudoviricetes	NA	NA	PF08804;K18946	gp32 DNA binding protein like
free-coassembly-bin501.contigs.fa_virus_genes.tsv k99_21443961_2	405	626	222	-1	0.284	11	AATAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
free-coassembly-bin501.contigs.fa_virus_genes.tsv k99_21443961_3	639	1277	639	-1	0.387	11	TAA	GENOMAD.066226.VV	3.949e-99	320	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
free-coassembly-bin501.contigs.fa_virus_genes.tsv k99_21589100_1	1	1077	1077	1	0.543	11	None	GENOMAD.011509.VV	1.076e-150	477	0	0	1	2561	Caudoviricetes	NA	NA	PF11134;PF11650	Phage stabilisation protein; P22 tail accessory factor
free-coassembly-bin501.contigs.fa_virus_genes.tsv k99_21589100_2	1070	1648	579	1	0.477	11	None	GENOMAD.018000.VV	3.012e-49	175	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
