seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes filename
91621_DAStool_bin117.fa_plasmid_summary.tsv k99_976871	6868	No terminal repeats	9	11	0.7807	NA	0	1.0774	NA	NA
91621_DAStool_bin117.fa_plasmid_summary.tsv k99_558655	2690	No terminal repeats	4	11	0.7723	NA	0	0.0000	NA	NA
91621_DAStool_bin117.fa_plasmid_summary.tsv k99_392326	3282	No terminal repeats	7	11	0.7468	NA	0	0.1959	NA	NA
91621_DAStool_bin117.fa_plasmid_summary.tsv k99_1058520	3704	No terminal repeats	3	11	0.7413	NA	0	0.0000	NA	NA
91621_DAStool_bin117.fa_plasmid_summary.tsv k99_366109	2945	No terminal repeats	3	11	0.7392	NA	0	0.0000	NA	NA
91621_DAStool_bin117.fa_plasmid_summary.tsv k99_1129259	3392	No terminal repeats	3	11	0.7367	NA	0	0.0000	NA	NA
91621_DAStool_bin117.fa_plasmid_summary.tsv k99_255509	4917	No terminal repeats	5	11	0.7332	NA	0	0.6482	NA	NA
91621_DAStool_bin117.fa_plasmid_summary.tsv k99_238524	3391	No terminal repeats	2	11	0.7281	NA	0	0.0000	NA	NA
91621_DAStool_bin129.fa_plasmid_summary.tsv k99_30685	5021	No terminal repeats	7	11	0.9477	NA	0	4.0115	NA	NA
91621_DAStool_bin129.fa_plasmid_summary.tsv k99_740679	3830	No terminal repeats	6	11	0.9348	NA	0	1.7183	NA	NA
91621_DAStool_bin129.fa_plasmid_summary.tsv k99_1784028	3014	No terminal repeats	5	11	0.9135	NA	0	2.0313	NA	NA
91621_DAStool_bin129.fa_plasmid_summary.tsv k99_833374	5981	No terminal repeats	9	11	0.9112	NA	0	2.6957	NA	NA
91621_DAStool_bin129.fa_plasmid_summary.tsv k99_692605	33627	No terminal repeats	31	11	0.8651	NA	0	3.8679	NA	NA
91621_DAStool_bin129.fa_plasmid_summary.tsv k99_329624	6098	No terminal repeats	8	11	0.8618	NA	0	0.2367	NA	NA
91621_DAStool_bin129.fa_plasmid_summary.tsv k99_529541	3268	No terminal repeats	4	11	0.8191	NA	0	2.3306	NA	NA
91621_DAStool_bin129.fa_plasmid_summary.tsv k99_109280	4168	No terminal repeats	5	11	0.7947	NA	0	1.3810	NA	NA
91621_DAStool_bin129.fa_plasmid_summary.tsv k99_615347	5088	No terminal repeats	6	11	0.7223	NA	0	1.3261	NA	NA
91621_DAStool_bin129.fa_plasmid_summary.tsv k99_1670838	2913	No terminal repeats	4	11	0.7108	NA	0	1.1160	NA	NA
91621_DAStool_bin129.fa_plasmid_summary.tsv k99_1281942	2939	No terminal repeats	3	11	0.7023	NA	0	1.1361	NA	NF033135;NF000005
91621_DAStool_bin21.fa_plasmid_summary.tsv k99_1586653	3139	No terminal repeats	5	11	0.7643	NA	0	1.4583	NA	NA
91621_DAStool_bin21.fa_plasmid_summary.tsv k99_593446	3074	No terminal repeats	5	11	0.7096	NA	0	1.0748	NA	NA
91622_DAStool_bin155.fa_plasmid_summary.tsv k99_738011	2669	No terminal repeats	6	11	0.7741	NA	0	0.3476	NA	NA
91622_DAStool_bin155.fa_plasmid_summary.tsv k99_202002	18875	No terminal repeats	15	11	0.7047	NA	0	0.5957	NA	NA
91623_DAStool_bin100.fa_plasmid_summary.tsv k99_2098154	4944	No terminal repeats	8	11	0.8610	NA	0	1.0350	T_virB11	NA
91623_DAStool_bin102.fa_plasmid_summary.tsv k99_1459318	2891	No terminal repeats	5	11	0.7593	NA	0	0.8966	NA	NA
91623_DAStool_bin102.fa_plasmid_summary.tsv k99_85459	3333	No terminal repeats	3	11	0.7100	NA	0	0.0000	NA	NA
91623_DAStool_bin107.fa_plasmid_summary.tsv k99_2160561	4625	No terminal repeats	4	11	0.9873	NA	0	3.4894	NA	NA
91623_DAStool_bin107.fa_plasmid_summary.tsv k99_578672	2895	No terminal repeats	4	11	0.9271	NA	0	2.4914	NA	NA
91623_DAStool_bin107.fa_plasmid_summary.tsv k99_1004645	4815	No terminal repeats	4	11	0.8455	NA	0	0.3532	NA	NA
91623_DAStool_bin107.fa_plasmid_summary.tsv k99_505172	2518	No terminal repeats	4	11	0.7659	NA	0	0.4751	NA	NA
91623_DAStool_bin107.fa_plasmid_summary.tsv k99_1274352	2649	No terminal repeats	3	11	0.7070	NA	0	0.0000	NA	NA
91623_DAStool_bin10.fa_plasmid_summary.tsv k99_1804606	3594	No terminal repeats	3	11	0.9776	NA	0	1.2924	NA	NA
91623_DAStool_bin10.fa_plasmid_summary.tsv k99_1831352	3273	No terminal repeats	4	11	0.8344	NA	0	0.1490	NA	NA
91623_DAStool_bin17.fa_plasmid_summary.tsv k99_1672337	2699	No terminal repeats	3	11	0.8299	NA	0	0.9337	NA	NA
91623_DAStool_bin1.fa_plasmid_summary.tsv k99_1776668	11355	No terminal repeats	15	11	0.9859	NA	0	7.2894	NA	NA
91623_DAStool_bin1.fa_plasmid_summary.tsv k99_1652736	2997	No terminal repeats	4	11	0.8462	NA	0	0.7560	NA	NA
91623_DAStool_bin1.fa_plasmid_summary.tsv k99_528288	2625	No terminal repeats	4	11	0.7971	NA	0	1.6597	NA	NA
91623_DAStool_bin1.fa_plasmid_summary.tsv k99_404487	3773	No terminal repeats	5	11	0.7946	NA	0	2.8047	NA	NA
91623_DAStool_bin1.fa_plasmid_summary.tsv k99_1390048	2578	No terminal repeats	4	11	0.7459	NA	0	1.7411	NA	NA
91623_DAStool_bin1.fa_plasmid_summary.tsv k99_1965722	2837	No terminal repeats	4	11	0.7204	NA	0	1.5504	NA	NA
91623_DAStool_bin7.fa_plasmid_summary.tsv k99_1172972	3249	No terminal repeats	4	11	0.7116	NA	0	0.4841	NA	NA
91623_DAStool_bin97.fa_plasmid_summary.tsv k99_579531	16483	No terminal repeats	11	11	0.9861	NA	2	5.9495	NA	NA
91623_DAStool_bin97.fa_plasmid_summary.tsv k99_880987	4861	ITR	3	11	0.9779	NA	0	1.7183	NA	NA
91623_DAStool_bin97.fa_plasmid_summary.tsv k99_175427	4099	No terminal repeats	5	11	0.9752	NA	0	3.1071	NA	NA
91623_DAStool_bin97.fa_plasmid_summary.tsv k99_1173803	5973	No terminal repeats	7	11	0.9592	NA	0	1.7436	NA	NA
91623_DAStool_bin97.fa_plasmid_summary.tsv k99_2172996	4075	No terminal repeats	9	11	0.9483	NA	1	1.7512	NA	NA
91623_DAStool_bin97.fa_plasmid_summary.tsv k99_2429132	3744	No terminal repeats	5	11	0.9451	NA	0	0.6847	NA	NA
91623_DAStool_bin97.fa_plasmid_summary.tsv k99_1595912	3352	No terminal repeats	3	11	0.9310	NA	0	1.4566	NA	NA
91623_DAStool_bin97.fa_plasmid_summary.tsv k99_1115566	2751	No terminal repeats	6	11	0.9253	NA	0	1.2499	NA	NA
91623_DAStool_bin97.fa_plasmid_summary.tsv k99_2162213	4757	No terminal repeats	2	11	0.9213	NA	1	1.3126	NA	NA
91623_DAStool_bin97.fa_plasmid_summary.tsv k99_558636	2613	No terminal repeats	2	11	0.9004	NA	0	0.9582	NA	NA
91623_DAStool_bin97.fa_plasmid_summary.tsv k99_636207	4618	No terminal repeats	5	11	0.8979	NA	0	0.0000	NA	NA
91623_DAStool_bin97.fa_plasmid_summary.tsv k99_372281	10890	No terminal repeats	6	11	0.8830	NA	0	0.0000	NA	NA
91623_DAStool_bin97.fa_plasmid_summary.tsv k99_1253527	2524	No terminal repeats	3	11	0.8741	NA	0	0.0000	NA	NA
91623_DAStool_bin97.fa_plasmid_summary.tsv k99_1226017	3543	No terminal repeats	4	11	0.8669	NA	0	0.2046	NA	NA
91623_DAStool_bin97.fa_plasmid_summary.tsv k99_85541	2855	No terminal repeats	3	11	0.8454	NA	0	0.8364	NA	NA
91623_DAStool_bin97.fa_plasmid_summary.tsv k99_781289	5157	No terminal repeats	3	11	0.8440	NA	0	0.0000	NA	NA
91623_DAStool_bin97.fa_plasmid_summary.tsv k99_543668	2849	No terminal repeats	4	11	0.8412	NA	0	0.0000	NA	NA
91623_DAStool_bin97.fa_plasmid_summary.tsv k99_2083435	3672	No terminal repeats	3	11	0.8248	NA	0	0.0000	NA	NA
91623_DAStool_bin97.fa_plasmid_summary.tsv k99_1076999	2716	No terminal repeats	2	11	0.8132	NA	0	0.6055	NA	NA
91623_DAStool_bin97.fa_plasmid_summary.tsv k99_2126474	3747	No terminal repeats	5	11	0.8116	NA	0	0.0000	NA	NA
91623_DAStool_bin97.fa_plasmid_summary.tsv k99_298575	3371	No terminal repeats	3	11	0.8062	NA	0	0.1425	NA	NA
91623_DAStool_bin97.fa_plasmid_summary.tsv k99_774231	5623	No terminal repeats	6	11	0.8059	NA	0	0.1679	NA	NA
91623_DAStool_bin97.fa_plasmid_summary.tsv k99_1458841	3577	No terminal repeats	3	11	0.8048	NA	0	0.0000	NA	NA
91623_DAStool_bin97.fa_plasmid_summary.tsv k99_1207856	2525	No terminal repeats	2	11	0.7985	NA	0	0.0000	NA	NA
91623_DAStool_bin97.fa_plasmid_summary.tsv k99_1778741	2525	No terminal repeats	3	11	0.7813	NA	0	0.6060	NA	NA
91623_DAStool_bin97.fa_plasmid_summary.tsv k99_1999788	2515	No terminal repeats	2	11	0.7776	NA	0	0.0000	NA	NA
91623_DAStool_bin97.fa_plasmid_summary.tsv k99_927511	2526	No terminal repeats	3	11	0.7763	NA	0	0.0000	NA	NA
91623_DAStool_bin97.fa_plasmid_summary.tsv k99_1544374	2552	No terminal repeats	2	11	0.7748	NA	0	0.2693	NA	NA
91623_DAStool_bin97.fa_plasmid_summary.tsv k99_216939	4069	No terminal repeats	5	11	0.7661	NA	0	0.0000	NA	NA
91623_DAStool_bin97.fa_plasmid_summary.tsv k99_1781	2634	No terminal repeats	3	11	0.7507	NA	0	0.0000	NA	NA
91623_DAStool_bin97.fa_plasmid_summary.tsv k99_1255000	2726	No terminal repeats	2	11	0.7436	NA	0	0.0000	NA	NA
91623_DAStool_bin97.fa_plasmid_summary.tsv k99_1524284	2511	No terminal repeats	7	11	0.7348	NA	0	0.8814	NA	NA
91623_DAStool_bin97.fa_plasmid_summary.tsv k99_937190	3279	No terminal repeats	2	11	0.7342	NA	0	0.0000	NA	NA
91623_DAStool_bin97.fa_plasmid_summary.tsv k99_1412316	3331	No terminal repeats	1	11	0.7279	NA	0	0.0000	NA	NA
91623_DAStool_bin97.fa_plasmid_summary.tsv k99_228053	2904	No terminal repeats	3	11	0.7154	NA	0	0.3960	NA	NA
91623_DAStool_bin97.fa_plasmid_summary.tsv k99_1658835	2571	No terminal repeats	2	11	0.7107	NA	0	0.1912	NA	NA
91623_DAStool_bin97.fa_plasmid_summary.tsv k99_1961589	3632	No terminal repeats	4	11	0.7083	NA	0	0.2332	NA	NA
91623_DAStool_bin97.fa_plasmid_summary.tsv k99_1775025	2527	No terminal repeats	2	11	0.7047	NA	0	0.0000	NA	NA
91623_DAStool_bin97.fa_plasmid_summary.tsv k99_1021570	4464	No terminal repeats	6	11	0.7042	NA	0	0.0000	NA	NA
91623_DAStool_bin97.fa_plasmid_summary.tsv k99_1363927	2693	No terminal repeats	1	11	0.7013	NA	0	0.0000	NA	NA
91624_DAStool_bin108.fa_plasmid_summary.tsv k99_1728868	2762	No terminal repeats	5	11	0.9654	NA	0	2.2935	NA	NA
91624_DAStool_bin108.fa_plasmid_summary.tsv k99_747188	3156	No terminal repeats	2	11	0.9195	NA	0	2.6041	NA	NA
91624_DAStool_bin113.fa_plasmid_summary.tsv k99_2405768	3024	No terminal repeats	4	11	0.8222	NA	1	1.7143	NA	NA
91624_DAStool_bin124.fa_plasmid_summary.tsv k99_653068	5479	No terminal repeats	7	11	0.8497	NA	0	1.7042	NA	NA
91624_DAStool_bin137.fa_plasmid_summary.tsv k99_1841577	2919	No terminal repeats	2	11	0.9437	NA	0	1.7183	NA	NA
91624_DAStool_bin23.fa_plasmid_summary.tsv k99_3171112	2544	No terminal repeats	2	11	0.8670	NA	0	1.7173	NA	NA
91624_DAStool_bin23.fa_plasmid_summary.tsv k99_1804765	2504	No terminal repeats	4	11	0.8118	NA	0	1.8190	NA	NA
91624_DAStool_bin23.fa_plasmid_summary.tsv k99_919979	3193	No terminal repeats	5	11	0.8025	NA	0	1.1605	NA	NA
91624_DAStool_bin24.fa_plasmid_summary.tsv k99_3159203	10895	No terminal repeats	8	11	0.9105	NA	0	3.5077	NA	NA
91624_DAStool_bin24.fa_plasmid_summary.tsv k99_814565	9265	No terminal repeats	11	11	0.8770	NA	0	1.5955	NA	NA
91624_DAStool_bin24.fa_plasmid_summary.tsv k99_2344918	8616	No terminal repeats	9	11	0.8670	NA	0	2.6660	NA	NA
91624_DAStool_bin24.fa_plasmid_summary.tsv k99_461556	9211	No terminal repeats	10	11	0.7825	NA	0	2.2982	NA	NA
91624_DAStool_bin24.fa_plasmid_summary.tsv k99_1414441	2525	No terminal repeats	2	11	0.7703	NA	0	1.3406	NA	NA
91624_DAStool_bin24.fa_plasmid_summary.tsv k99_2419727	12358	No terminal repeats	11	11	0.7487	NA	0	0.5957	NA	NA
91624_DAStool_bin24.fa_plasmid_summary.tsv k99_71842	2788	No terminal repeats	4	11	0.7295	NA	0	1.4636	NA	NA
91624_DAStool_bin24.fa_plasmid_summary.tsv k99_688937	2679	No terminal repeats	4	11	0.7270	NA	0	0.3476	NA	NA
91624_DAStool_bin24.fa_plasmid_summary.tsv k99_1952367	6820	No terminal repeats	7	11	0.7195	NA	0	3.3091	NA	NA
91624_DAStool_bin43.fa_plasmid_summary.tsv k99_3092747	7763	No terminal repeats	11	11	0.8540	NA	0	2.3115	NA	NA
91624_DAStool_bin43.fa_plasmid_summary.tsv k99_180855	2806	No terminal repeats	3	11	0.7847	NA	0	0.0000	NA	NA
91624_DAStool_bin43.fa_plasmid_summary.tsv k99_714171	4671	No terminal repeats	6	11	0.7692	NA	0	1.7662	NA	NA
91624_DAStool_bin43.fa_plasmid_summary.tsv k99_1683536	3211	No terminal repeats	4	11	0.7677	NA	0	0.3826	NA	NA
91624_DAStool_bin43.fa_plasmid_summary.tsv k99_1638180	3755	No terminal repeats	4	11	0.7621	NA	0	0.3049	NA	NA
91624_DAStool_bin43.fa_plasmid_summary.tsv k99_767181	3796	No terminal repeats	7	11	0.7292	NA	0	0.3733	NA	NF000496
91624_DAStool_bin46.fa_plasmid_summary.tsv k99_3325427	3069	No terminal repeats	4	11	0.8912	NA	0	0.6847	NA	NA
91624_DAStool_bin46.fa_plasmid_summary.tsv k99_2965458	2623	No terminal repeats	4	11	0.8821	NA	0	0.9423	NA	NA
91624_DAStool_bin46.fa_plasmid_summary.tsv k99_3329561	3293	No terminal repeats	2	11	0.8009	NA	0	0.0000	NA	NA
91624_DAStool_bin46.fa_plasmid_summary.tsv k99_2511482	3006	No terminal repeats	3	11	0.7871	NA	0	0.0000	NA	NA
91624_DAStool_bin46.fa_plasmid_summary.tsv k99_1660307	6479	No terminal repeats	12	11	0.7863	NA	0	0.3436	NA	NA
91624_DAStool_bin46.fa_plasmid_summary.tsv k99_1869726	2971	No terminal repeats	3	11	0.7703	NA	0	0.8214	NA	NA
91624_DAStool_bin46.fa_plasmid_summary.tsv k99_1384341	5379	No terminal repeats	4	11	0.7607	NA	0	0.0000	NA	NA
91624_DAStool_bin46.fa_plasmid_summary.tsv k99_3639299	2719	No terminal repeats	5	11	0.7077	NA	0	0.0000	NA	NA
91624_DAStool_bin46.fa_plasmid_summary.tsv k99_1711080	2950	No terminal repeats	5	11	0.7058	NA	0	0.3988	NA	NA
91625_DAStool_bin137.fa_plasmid_summary.tsv k99_2788337	5737	No terminal repeats	5	11	0.9064	NA	0	0.5120	NA	NA
91625_DAStool_bin137.fa_plasmid_summary.tsv k99_2725866	8132	No terminal repeats	4	11	0.7141	NA	0	2.2556	NA	NA
91625_DAStool_bin21.fa_plasmid_summary.tsv k99_2432430	5351	No terminal repeats	6	11	0.8125	NA	0	0.0000	NA	NA
91625_DAStool_bin34.fa_plasmid_summary.tsv k99_1293004	2552	No terminal repeats	5	11	0.8691	NA	0	1.2604	NA	NA
91625_DAStool_bin34.fa_plasmid_summary.tsv k99_2717735	2528	No terminal repeats	3	11	0.8374	NA	0	1.6998	NA	NA
91625_DAStool_bin34.fa_plasmid_summary.tsv k99_3014303	2735	No terminal repeats	4	11	0.7341	NA	0	0.0000	NA	NA
91625_DAStool_bin34.fa_plasmid_summary.tsv k99_1491023	3036	No terminal repeats	2	11	0.7072	NA	0	1.5702	NA	NA
91625_DAStool_bin34.fa_plasmid_summary.tsv k99_2032014	3909	DTR	4	11	0.7065	NA	0	1.4303	NA	NA
91625_DAStool_bin35.fa_plasmid_summary.tsv k99_3010381	3158	No terminal repeats	2	11	0.8478	NA	0	1.7183	NA	NA
91625_DAStool_bin3.fa_plasmid_summary.tsv k99_849109	3352	No terminal repeats	4	11	0.9517	NA	0	1.7108	NA	NA
91625_DAStool_bin3.fa_plasmid_summary.tsv k99_2485213	3713	No terminal repeats	4	11	0.9130	NA	0	0.7783	NA	NA
91625_DAStool_bin3.fa_plasmid_summary.tsv k99_950734	3066	No terminal repeats	3	11	0.8737	NA	0	1.3608	NA	NA
91625_DAStool_bin3.fa_plasmid_summary.tsv k99_1038975	2560	No terminal repeats	5	11	0.8226	NA	0	1.6003	NA	NA
91625_DAStool_bin3.fa_plasmid_summary.tsv k99_2236537	3353	No terminal repeats	4	11	0.7395	NA	0	0.0000	NA	NA
91625_DAStool_bin3.fa_plasmid_summary.tsv k99_578746	3048	No terminal repeats	4	11	0.7326	NA	0	0.0000	NA	NA
91625_DAStool_bin3.fa_plasmid_summary.tsv k99_1539140	3610	No terminal repeats	2	11	0.7002	NA	0	0.0000	NA	NA
91625_DAStool_bin84.fa_plasmid_summary.tsv k99_1352754	3153	No terminal repeats	2	11	0.8342	NA	0	1.6380	NA	NA
91625_DAStool_bin84.fa_plasmid_summary.tsv k99_2939888	3466	No terminal repeats	1	11	0.7724	NA	0	0.0000	NA	NA
91625_DAStool_bin84.fa_plasmid_summary.tsv k99_1415582	7539	No terminal repeats	7	11	0.7270	NA	0	2.6355	NA	NA
91625_DAStool_bin88.fa_plasmid_summary.tsv k99_407068	2884	No terminal repeats	7	11	0.8027	NA	0	0.0000	NA	NA
91626_DAStool_bin149.fa_plasmid_summary.tsv k99_2124546	2538	No terminal repeats	6	11	0.8040	NA	0	0.6240	NA	NA
91626_DAStool_bin23.fa_plasmid_summary.tsv k99_307108	5579	No terminal repeats	6	11	0.7082	NA	0	1.1066	NA	NA
91626_DAStool_bin25.fa_plasmid_summary.tsv k99_1159704	3608	No terminal repeats	5	11	0.9786	NA	0	3.7270	NA	NA
91626_DAStool_bin25.fa_plasmid_summary.tsv k99_1009556	4100	No terminal repeats	6	11	0.9200	NA	0	0.7937	NA	NF000165
91626_DAStool_bin25.fa_plasmid_summary.tsv k99_227838	8805	No terminal repeats	8	11	0.9164	NA	0	2.8543	NA	NA
91626_DAStool_bin25.fa_plasmid_summary.tsv k99_1654289	5044	No terminal repeats	8	11	0.8651	NA	0	0.8545	NA	NA
91626_DAStool_bin25.fa_plasmid_summary.tsv k99_2071327	7797	No terminal repeats	10	11	0.7422	NA	0	0.0000	NA	NA
91626_DAStool_bin25.fa_plasmid_summary.tsv k99_2143737	2514	No terminal repeats	3	11	0.7350	NA	0	0.3697	NA	NA
91626_DAStool_bin25.fa_plasmid_summary.tsv k99_875572	3740	No terminal repeats	5	11	0.7165	NA	0	0.0000	NA	NA
91626_DAStool_bin25.fa_plasmid_summary.tsv k99_1904936	2615	No terminal repeats	4	11	0.7111	NA	0	0.2860	NA	NA
91626_DAStool_bin25.fa_plasmid_summary.tsv k99_1684154	2516	No terminal repeats	3	11	0.7091	NA	0	0.4631	NA	NA
91626_DAStool_bin29.fa_plasmid_summary.tsv k99_399000	3804	No terminal repeats	4	11	0.7920	NA	0	1.7183	NA	NA
91626_DAStool_bin37.fa_plasmid_summary.tsv k99_611342	2763	No terminal repeats	4	11	0.7855	NA	0	0.2133	NA	NA
91626_DAStool_bin37.fa_plasmid_summary.tsv k99_1981521	4044	No terminal repeats	5	11	0.7162	NA	0	1.2058	NA	NA
91626_DAStool_bin49.fa_plasmid_summary.tsv k99_57613	8006	No terminal repeats	9	11	0.7106	NA	0	0.9703	NA	NA
91626_DAStool_bin89.fa_plasmid_summary.tsv k99_365890	2848	No terminal repeats	3	11	0.9430	NA	0	1.7135	NA	NA
91626_DAStool_bin89.fa_plasmid_summary.tsv k99_424753	5597	No terminal repeats	8	11	0.9273	NA	0	0.7044	NA	NA
91626_DAStool_bin89.fa_plasmid_summary.tsv k99_1932362	3646	No terminal repeats	7	11	0.8293	NA	1	0.5366	NA	NF033117
91626_DAStool_bin89.fa_plasmid_summary.tsv k99_2176977	5064	No terminal repeats	6	11	0.8170	NA	0	1.8847	NA	NF000272
91626_DAStool_bin89.fa_plasmid_summary.tsv k99_925031	5155	No terminal repeats	7	11	0.8139	NA	0	0.0000	NA	NA
91626_DAStool_bin89.fa_plasmid_summary.tsv k99_778353	2917	No terminal repeats	2	11	0.7149	NA	0	0.0000	NA	NA
91626_DAStool_bin89.fa_plasmid_summary.tsv k99_114709	2788	No terminal repeats	2	11	0.7026	NA	0	1.1260	NA	NA
91627_DAStool_bin151.fa_plasmid_summary.tsv k99_325908	4902	No terminal repeats	5	11	0.9098	NA	0	1.5366	NA	NA
91627_DAStool_bin16.fa_plasmid_summary.tsv k99_633115	3326	No terminal repeats	3	11	0.7415	NA	0	0.0000	NA	NA
91627_DAStool_bin16.fa_plasmid_summary.tsv k99_431887	6282	No terminal repeats	3	11	0.7260	NA	0	0.9894	NA	NA
91627_DAStool_bin191.fa_plasmid_summary.tsv k99_258809	3252	No terminal repeats	3	11	0.8694	NA	0	0.3222	NA	NA
91627_DAStool_bin191.fa_plasmid_summary.tsv k99_1343771	3154	No terminal repeats	6	11	0.8145	NA	0	1.0324	NA	NA
91627_DAStool_bin1.fa_plasmid_summary.tsv k99_1267954	5699	No terminal repeats	3	11	0.8759	NA	0	0.9439	NA	NF012171
91627_DAStool_bin1.fa_plasmid_summary.tsv k99_342799	3244	No terminal repeats	2	11	0.8710	NA	0	1.6978	NA	NA
91627_DAStool_bin1.fa_plasmid_summary.tsv k99_899731	6183	No terminal repeats	5	11	0.8012	NA	0	1.8563	NA	NA
91627_DAStool_bin1.fa_plasmid_summary.tsv k99_321462	3820	No terminal repeats	3	11	0.7668	NA	0	0.0000	NA	NA
91627_DAStool_bin1.fa_plasmid_summary.tsv k99_164131	13667	No terminal repeats	16	11	0.7429	NA	0	1.6729	NA	NA
91627_DAStool_bin1.fa_plasmid_summary.tsv k99_739467	4133	No terminal repeats	5	11	0.7398	NA	0	0.2405	NA	NA
91627_DAStool_bin1.fa_plasmid_summary.tsv k99_1482020	2583	No terminal repeats	2	11	0.7071	NA	0	0.0000	NA	NA
91627_DAStool_bin215.fa_plasmid_summary.tsv k99_2052639	3050	No terminal repeats	3	11	0.8876	NA	0	0.0000	NA	NA
91627_DAStool_bin215.fa_plasmid_summary.tsv k99_656111	5693	No terminal repeats	7	11	0.8501	NA	0	2.1247	NA	NA
91627_DAStool_bin215.fa_plasmid_summary.tsv k99_1487410	3091	No terminal repeats	3	11	0.8382	NA	0	0.0000	NA	NA
91627_DAStool_bin215.fa_plasmid_summary.tsv k99_1907510	3064	No terminal repeats	4	11	0.7853	NA	0	0.1463	NA	NA
91627_DAStool_bin215.fa_plasmid_summary.tsv k99_629723	3977	No terminal repeats	5	11	0.7771	NA	0	0.0000	NA	NA
91627_DAStool_bin215.fa_plasmid_summary.tsv k99_1381222	5796	No terminal repeats	6	11	0.7701	NA	0	0.4753	NA	NF012174
91627_DAStool_bin215.fa_plasmid_summary.tsv k99_1949911	4850	No terminal repeats	6	11	0.7582	NA	0	0.0000	NA	NA
91627_DAStool_bin215.fa_plasmid_summary.tsv k99_1810705	3370	No terminal repeats	3	11	0.7576	NA	0	0.9913	NA	NA
91627_DAStool_bin215.fa_plasmid_summary.tsv k99_1153132	2748	No terminal repeats	4	11	0.7169	NA	0	0.0000	NA	NA
91627_DAStool_bin222.fa_plasmid_summary.tsv k99_443579	5939	No terminal repeats	7	11	0.8650	NA	0	1.0807	NA	NA
91627_DAStool_bin222.fa_plasmid_summary.tsv k99_672087	5931	No terminal repeats	7	11	0.7317	NA	0	2.1517	NA	NA
91627_DAStool_bin223.fa_plasmid_summary.tsv k99_2120246	2746	No terminal repeats	5	11	0.8809	NA	0	0.0000	NA	NA
91627_DAStool_bin223.fa_plasmid_summary.tsv k99_1657686	5760	No terminal repeats	7	11	0.7991	NA	0	0.0000	NA	NA
91627_DAStool_bin223.fa_plasmid_summary.tsv k99_1338245	2675	No terminal repeats	2	11	0.7982	NA	0	0.5063	NA	NA
91627_DAStool_bin223.fa_plasmid_summary.tsv k99_462438	6497	No terminal repeats	7	11	0.7961	NA	0	0.0000	NA	NA
91627_DAStool_bin223.fa_plasmid_summary.tsv k99_1244320	2872	No terminal repeats	4	11	0.7886	NA	0	0.0000	NA	NA
91627_DAStool_bin223.fa_plasmid_summary.tsv k99_555703	7439	No terminal repeats	7	11	0.7826	NA	0	1.2203	NA	NA
91627_DAStool_bin223.fa_plasmid_summary.tsv k99_551123	3767	No terminal repeats	3	11	0.7690	NA	0	0.0000	NA	NA
91627_DAStool_bin223.fa_plasmid_summary.tsv k99_539310	2512	No terminal repeats	3	11	0.7517	NA	0	0.0000	NA	NA
91627_DAStool_bin223.fa_plasmid_summary.tsv k99_1884865	3639	No terminal repeats	5	11	0.7464	NA	0	0.0000	NA	NA
91627_DAStool_bin223.fa_plasmid_summary.tsv k99_2280678	4138	No terminal repeats	6	11	0.7182	NA	0	0.1779	NA	NA
91627_DAStool_bin223.fa_plasmid_summary.tsv k99_585833	6405	No terminal repeats	4	11	0.7097	NA	0	0.0000	NA	NA
91627_DAStool_bin223.fa_plasmid_summary.tsv k99_891391	3909	No terminal repeats	2	11	0.7063	NA	0	0.0000	NA	NA
91627_DAStool_bin32.fa_plasmid_summary.tsv k99_1929440	2878	No terminal repeats	5	11	0.9234	NA	0	1.9523	NA	NA
91627_DAStool_bin32.fa_plasmid_summary.tsv k99_376372	7837	No terminal repeats	10	11	0.8025	NA	0	4.4041	NA	NF000496
91627_DAStool_bin32.fa_plasmid_summary.tsv k99_1023455	3773	No terminal repeats	5	11	0.7860	NA	0	1.3863	NA	NA
91627_DAStool_bin32.fa_plasmid_summary.tsv k99_1403314	7937	No terminal repeats	6	11	0.7683	NA	0	0.9298	NA	NA
91627_DAStool_bin32.fa_plasmid_summary.tsv k99_1345509	4172	No terminal repeats	6	11	0.7658	NA	0	3.4442	NA	NA
91627_DAStool_bin32.fa_plasmid_summary.tsv k99_693213	9310	No terminal repeats	7	11	0.7614	NA	0	2.0118	NA	NA
91627_DAStool_bin32.fa_plasmid_summary.tsv k99_2278995	2948	No terminal repeats	4	11	0.7566	NA	0	0.0000	NA	NA
91627_DAStool_bin32.fa_plasmid_summary.tsv k99_1771360	2567	No terminal repeats	5	11	0.7534	NA	0	0.4592	NA	NA
91627_DAStool_bin32.fa_plasmid_summary.tsv k99_160733	10397	No terminal repeats	12	11	0.7428	NA	0	1.4806	NA	NA
91627_DAStool_bin32.fa_plasmid_summary.tsv k99_482567	3035	No terminal repeats	4	11	0.7384	NA	0	2.7208	NA	NA
91627_DAStool_bin32.fa_plasmid_summary.tsv k99_775125	2673	No terminal repeats	4	11	0.7287	NA	0	0.0000	NA	NA
91627_DAStool_bin32.fa_plasmid_summary.tsv k99_819442	2899	No terminal repeats	3	11	0.7189	NA	0	1.2568	NA	NA
91627_DAStool_bin32.fa_plasmid_summary.tsv k99_1272493	2896	No terminal repeats	3	11	0.7003	NA	0	1.4953	NA	NA
